trail_name,length,difficulty,city,popularity,rating,local_club,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
horseshoe trail,0.7,INTERMEDIATE,Fountain Hills,0.30052356,2.8,Desert Foothills Mountain Bike Association,0,99,3,5,1806,1708,Unknown,Not Allowed
mitten loop trail,0.7,EASY,Dolan Springs,0.29947644,3,,0,178,5,9,3792,3615,Leashed,Unknown
arizona trail (rocky ridge to lower oldham),0.6,EASY,Flagstaff,0.298429319,3,USFS - Coconino National Forest Office,10,94,3,6,7386,7292,Unknown,Unknown
anklam road - marker 3,0.3,EASY,South Tucson,0.297382199,3,,8,4,1,2,2505,2497,Leashed,Unknown
urban route,0.4,INTERMEDIATE,Flagstaff,0.296335079,3,Flagstaff Biking Organization,5,112,5,16,7820,7709,Unknown,Unknown
ridge trail,0.4,EASY,Prescott,0.295287958,3,,69,0,3,15,5645,5576,Unknown,Unknown
astro trail,0.3,INTERMEDIATE,Sierra Vista Southeast,0.294240838,3,,8,25,2,3,4920,4895,Unknown,Unknown
341a,0.5,EASY,Green Valley,0.293193717,3,,0,48,2,3,3125,3077,Unknown,Unknown
marker 3 - marker 13,0.4,EASY,South Tucson,0.292146597,3,,14,25,2,4,2496,2471,Leashed,Unknown
t & c schroeder loop,0.8,INTERMEDIATE,Dolan Springs,0.291099476,3,,54,63,3,6,3787,3726,Leashed,Unknown
basalt trail,0.7,INTERMEDIATE,Anthem,0.290052356,3,City of Phoenix - Trails and Desert Preserves,64,152,6,16,1831,1681,Leashed,Unknown
connie's causeway,0.8,INTERMEDIATE,Buckeye,0.289005236,3,,24,14,1,2,1074,1055,Unknown,Unknown
hurts donut?,0.4,INTERMEDIATE,Buckeye,0.287958115,3,West Valley Trail Alliance,107,61,8,13,1164,1056,Unknown,Unknown
336a,1,EASY,Green Valley,0.286910995,3,,21,35,1,3,3138,3103,Unknown,Unknown
crossover,1.1,EASY,Goodyear,0.285863874,3,West Valley Trail Alliance,28,76,2,4,1154,1104,Leashed,Unknown
rainbow valley trail,0.7,INTERMEDIATE,Buckeye,0.284816754,3,West Valley Trail Alliance,27,60,2,5,1056,1015,Leashed,Unknown
hilltop trail,0.5,INTERMEDIATE,Prescott,0.283769634,3,,115,19,5,8,5602,5488,Unknown,Unknown
red loop 3,2.7,INTERMEDIATE,Prescott,0.282722513,3,,149,191,2,7,5494,5326,Leashed,Unknown
joey's jaunt,0.3,EASY,Buckeye,0.281675393,3,,45,0,3,4,1107,1061,Unknown,Unknown
west wetlands path alternate,0.3,EASY,Yuma,0.280628272,3,,6,2,1,1,126,120,Unknown,Unknown
red loop 2,2.2,INTERMEDIATE,Prescott,0.279581152,3,,94,96,2,4,5319,5253,Leashed,Unknown
red loop 4,2.3,INTERMEDIATE,Prescott,0.278534031,3,,224,185,3,12,5359,5258,Leashed,Unknown
loop connector trail,0.3,EASY,Prescott,0.277486911,3,,0,57,4,8,5609,5552,Unknown,Unknown
watson overlook,0.2,INTERMEDIATE,Buckeye,0.276439791,3,,85,0,9,16,1616,1531,Leashed,Unknown
triple c trail,0.5,INTERMEDIATE,Tucson Estates,0.27539267,3,"Pima County - Natural Resources, Parks and Recreation",4,6,0,1,2507,2501,Unknown,Unknown
341b,0.5,EASY,Green Valley,0.27434555,3,,73,0,3,5,3117,3043,Leashed,Unknown
306a,1.1,EASY,Green Valley,0.273298429,3,,2,89,2,3,3098,3009,Unknown,Unknown
bull pasture trail,0.3,EASY,Lake Montezuma,0.272251309,3,,2,14,1,6,3718,3704,Unknown,Unknown
close call,0.4,INTERMEDIATE,Ajo,0.271204188,3,BLM Arizona - Hassayampa Field Office,4,25,1,3,2018,1996,Leashed,Unknown
338a,1.2,EASY,Green Valley,0.270157068,3,Sonoran Desert Mountain Bicyclists,13,60,1,2,3208,3161,Unknown,Unknown
336,0.5,EASY,Green Valley,0.269109948,3,,0,68,2,3,3137,3069,Leashed,Unknown
342h,0.2,EASY,Green Valley,0.268062827,3,Sonoran Desert Mountain Bicyclists,0,9,1,1,3202,3193,Unknown,Unknown
337a,0.9,EASY,Green Valley,0.267015707,3,,59,0,1,2,3126,3067,Unknown,Unknown
red loop 1 cutoff,0.3,INTERMEDIATE,Prescott,0.265968586,3,,0,41,2,5,5325,5284,Unknown,Unknown
marker 12 - marker 3,0.2,EASY,Flowing Wells,0.264921466,3,,32,1,3,5,2483,2452,Leashed,Unknown
306c,0.9,EASY,Green Valley,0.263874346,3,Sonoran Desert Mountain Bicyclists,52,28,2,6,3099,3058,Unknown,Unknown
342b,0.8,EASY,Green Valley,0.262827225,3,Sonoran Desert Mountain Bicyclists,47,28,2,4,3202,3155,Unknown,Unknown
337a,0.5,EASY,Green Valley,0.261780105,3,,0,69,3,5,3116,3047,Leashed,Unknown
saguaro fork trail,0.4,INTERMEDIATE,Casa Grande,0.260732984,3,,9,89,4,9,1694,1611,Unknown,Unknown
marker 12 - marker 30,0,EASY,Flowing Wells,0.259685864,3,,10,0,5,6,2459,2449,Leashed,Unknown
rekha's hill,0.3,EASY/INTERMEDIATE,Ajo,0.258638743,3,Bike Ajo,9,3,1,1,1646,1637,Unknown,Unknown
mordedura de serpiente,0.8,INTERMEDIATE,Ajo,0.257591623,3,,22,9,1,2,1788,1771,Unknown,Unknown
escape from the empire,1.4,INTERMEDIATE,Ajo,0.256544503,3,Bike Ajo,63,0,1,1,1514,1452,Unknown,Unknown
maricopa trail: i-17 to new river rd,6.7,EASY/INTERMEDIATE,Anthem,0.255497382,3,,382,68,1,10,2067,1727,Leashed,Unknown
gila trail,0.4,EASY,Goodyear,0.254450262,3,,36,27,3,4,966,930,Leashed,Unknown
horseshoe trail,1.1,EASY,Goodyear,0.253403141,3,,41,144,3,9,1033,930,Leashed,Unknown
fattie's delight,1.5,DIFFICULT,Ajo,0.252356021,3,Bike Ajo,53,81,2,7,1906,1825,Unknown,Unknown
the eye of sauron,0.4,INTERMEDIATE,Ajo,0.251308901,3,Bike Ajo,75,0,4,7,1919,1843,Unknown,Unknown
snattlerake climb,0.4,INTERMEDIATE/DIFFICULT,Ajo,0.25026178,3,Bike Ajo,82,1,4,7,2074,1993,Unknown,Unknown
pennsylvania,1.2,INTERMEDIATE,Ajo,0.24921466,3,Bike Ajo,26,45,1,3,1878,1846,Unknown,Unknown
hobo,2,INTERMEDIATE,Ajo,0.248167539,3,Bike Ajo,30,147,2,4,1929,1812,Unknown,Unknown
tiger whiptail's trail,0.3,INTERMEDIATE,Ajo,0.247120419,3,BLM - Lower Sonoran Field Office,53,4,3,9,1996,1947,Unknown,Unknown
enter sandman,0.9,EASY/INTERMEDIATE,Ajo,0.246073298,3,,4,64,1,3,1647,1587,Unknown,Unknown
the litterbox,0.9,DIFFICULT,Ajo,0.245026178,3,Bike Ajo,38,37,2,4,1596,1573,Unknown,Unknown
e walker,3.7,INTERMEDIATE,Ajo,0.243979058,3,,36,52,0,2,1558,1509,Unknown,Unknown
anakin to darth vader,1.7,INTERMEDIATE,Ajo,0.242931937,3,Bike Ajo,99,4,1,2,1604,1509,Unknown,Unknown
no country for old men,3.4,INTERMEDIATE/DIFFICULT,Ajo,0.241884817,3,Bike Ajo,30,90,1,2,1643,1554,Unknown,Unknown
shortline,0.5,INTERMEDIATE,Ajo,0.240837696,3,,45,19,2,5,1937,1896,Unknown,Unknown
rosy boa,0.9,INTERMEDIATE,Ajo,0.239790576,3,Bike Ajo,30,83,2,8,1975,1914,Unknown,Unknown
saikil (blm 8106a),1.9,INTERMEDIATE,Ajo,0.238743455,3,Bike Ajo,54,8,1,1,1615,1565,Unknown,Unknown
lower 10-mile,3.5,EASY/INTERMEDIATE,Ajo,0.237696335,3,Bike Ajo,162,0,1,2,1777,1615,Unknown,Unknown
cabeza prieta overlook,1.1,EASY/INTERMEDIATE,Ajo,0.236649215,3,,188,9,3,8,2720,2542,Unknown,Unknown
coachwhip,1,EASY/INTERMEDIATE,Ajo,0.235602094,3,Bike Ajo,0,121,2,3,1793,1672,Unknown,Unknown
dangal (blm 8106a),2.1,EASY/INTERMEDIATE,Ajo,0.234554974,3,Bike Ajo,28,47,1,2,1569,1529,Unknown,Unknown
desert railroader (blm 8106),5.1,EASY/INTERMEDIATE,Ajo,0.233507853,3,Bike Ajo,155,0,1,1,1632,1477,Unknown,Unknown
desert luge (blm 8110a),2.7,EASY/INTERMEDIATE,Ajo,0.232460733,3,,0,141,1,2,1612,1472,Unknown,Unknown
alamo springs trail,3.5,DIFFICULT,Tortolita,0.231413613,3,,1299,639,10,32,3874,2864,Unknown,Not Allowed
uta stansburiana (8112k),1.3,EASY,Ajo,0.230366492,3,Bike Ajo,162,0,2,3,1797,1635,Unknown,Unknown
f-road east (8112f),1,EASY/INTERMEDIATE,Ajo,0.229319372,3,BLM - Lower Sonoran Field Office,24,26,1,2,1689,1664,Unknown,Unknown
j.5,1.1,EASY/INTERMEDIATE,Ajo,0.228272251,3,Bike Ajo,3,127,2,5,1756,1632,Unknown,Unknown
tailings south,2.2,EASY,Ajo,0.227225131,3,Bike Ajo,95,3,1,2,1650,1558,Unknown,Unknown
tailings east,2.2,EASY/INTERMEDIATE,Ajo,0.22617801,3,Bike Ajo,67,4,1,2,1613,1551,Unknown,Unknown
powerline north (blm 8109),3.1,EASY/INTERMEDIATE,Ajo,0.22513089,3,Bike Ajo,120,1,1,2,1627,1508,Unknown,Unknown
the warmup,1,EASY/INTERMEDIATE,Ajo,0.22408377,3,BLM - Lower Sonoran Field Office,103,0,2,3,1729,1626,Unknown,Unknown
f-road - fmz connector,0.4,INTERMEDIATE,Ajo,0.223036649,3,BLM - Lower Sonoran Field Office,0,42,2,4,1677,1635,Unknown,Unknown
pipeline road (blm 8100),19.3,EASY/INTERMEDIATE,Ajo,0.221989529,3,,1387,567,2,20,2789,1575,Unknown,Unknown
beale loop,3.3,INTERMEDIATE/DIFFICULT,Kingman,0.220942408,2.6,Colorado River Area Trail Alliance,493,480,6,16,4087,3608,Unknown,Unknown
maeveen behan trail,2,EASY/INTERMEDIATE,Tortolita,0.219895288,2.7,Sonoran Desert Mountain Bicyclists,59,60,1,3,2402,2343,Leashed,Unknown
36th street trail,1.5,INTERMEDIATE/DIFFICULT,Tucson Estates,0.218848168,2.7,,48,115,2,4,2678,2610,Unknown,Unknown
azt: segment 1 - canelo hills,43.2,DIFFICULT,Sierra Vista Southeast,0.217801047,2.8,,4825,5985,5,28,6051,4211,Unknown,Unknown
bajada trail,3.6,INTERMEDIATE/DIFFICULT,Laveen,0.216753927,2.7,City of Phoenix - Trails and Desert Preserves,193,480,4,14,1687,1302,Leashed,Allowed
sunset trail,1.2,VERY DIFFICULT,Tanque Verde,0.215706806,2.7,Sonoran Desert Mountain Bicyclists,320,23,6,32,7742,7426,Leashed,Unknown
tortuga's revenge,2.9,DIFFICULT,Catalina,0.214659686,2.2,AZ State Land Department,92,340,3,10,3532,3259,Off-leash,Unknown
willow lake trail,3.5,EASY/INTERMEDIATE,Prescott,0.213612565,2.8,"City of Prescott, AZ - Recreation Services",72,66,1,3,5177,5148,Leashed,Unknown
granite,3.5,INTERMEDIATE/DIFFICULT,Fountain Hills,0.212565445,2.8,Maricopa County Parks,362,49,2,6,2227,1897,Unknown,Allowed
avery bryce trail,2.7,EASY/INTERMEDIATE,Tucson Estates,0.211518325,2.8,Sonoran Desert Mountain Bicyclists,177,2,1,2,2629,2453,Unknown,Unknown
coachwhip (h1),5,INTERMEDIATE,Peoria,0.210471204,2.4,,414,431,3,16,1498,1321,Unknown,Unknown
brown's ranch road,2.7,EASY/INTERMEDIATE,Carefree,0.209424084,2.5,,45,159,1,3,2761,2604,Leashed,Unknown
cherry tank,4.4,DIFFICULT,Catalina,0.208376963,2.5,Sonoran Desert Mountain Bicyclists,887,356,5,19,4226,3515,Unknown,Unknown
maricopa regional trail (spur cross to cave creek park),4.3,DIFFICULT,Cave Creek,0.207329843,2.7,Cave Creek Bicycle Association,133,506,3,8,2610,2104,Unknown,Allowed
azt - passage 6 - las colinas,13.3,DIFFICULT,Corona de Tucson,0.206282723,2.7,USFS - Coronado National Forest Office,1295,2429,5,19,5240,4076,Unknown,Unknown
derrick trail #33,2.6,DIFFICULT,Star Valley,0.205235602,2.7,,1020,0,7,19,6444,5424,Unknown,Unknown
his/hers trail,2.5,EASY/INTERMEDIATE,Catalina,0.204188482,2.7,,78,109,1,4,3874,3785,Unknown,Unknown
hardy wash trail,0.5,EASY/INTERMEDIATE,Tortolita,0.203141361,2.7,Sonoran Desert Mountain Bicyclists,27,0,1,1,2346,2319,Unknown,Unknown
westworld trail,3.1,EASY/INTERMEDIATE,Fountain Hills,0.202094241,2.4,City of Scottsdale,110,57,1,6,1548,1475,Unknown,Not Allowed
azt: segment 6 - oracle ridge and oracle state park,21.3,DIFFICULT,Oracle,0.20104712,2.5,USFS - Coronado National Forest Office,1964,5797,7,42,7901,3992,Unknown,Unknown
baby jesus trail,3.9,VERY DIFFICULT,Catalina,0.2,2.5,,864,339,6,20,3879,3182,Unknown,Unknown
chimney trail,1.1,EASY,Flagstaff,0.19895288,2.5,Flagstaff Biking Organization,71,32,2,4,7333,7294,Unknown,Allowed
maricopa trail: anthem to lake pleasant,9.1,EASY,Anthem,0.197905759,2.4,Maricopa County Parks,142,172,1,2,1730,1588,Unknown,Allowed
ford canyon trail,7.5,VERY DIFFICULT,Citrus Park,0.196858639,2.3,,1701,306,5,23,2846,1443,Unknown,Allowed
airport loop,5.9,EASY/INTERMEDIATE,Flagstaff,0.195811518,2.3,,301,303,2,10,7043,6940,Unknown,Unknown
mosaic wash loop,2.1,EASY/INTERMEDIATE,Flowing Wells,0.194764398,2.4,Pima Community College,122,99,2,7,2456,2367,Unknown,Unknown
iron horse connector #623a,1.6,EASY,Pinetop-Lakeside,0.193717277,2.4,Pinetop-Lakeside TRACKS,91,32,1,4,7246,7187,Unknown,Unknown
tusayan greenway,6.6,EASY,Grand Canyon,0.192670157,2.5,,472,20,1,5,7091,6637,Unknown,Unknown
heart trail,1.9,DIFFICULT,Flagstaff,0.191623037,2.5,USFS - Coconino National Forest Office,1423,0,14,36,8748,7326,Unknown,Unknown
cactus trail,0.5,INTERMEDIATE,Tempe Junction,0.190575916,2.5,City of Tempe - Parks,48,18,2,6,1241,1208,Unknown,Unknown
geronimo trail (fs road 63),41.5,INTERMEDIATE,"Lordsburg, NM",0.189528796,2.5,,1388,2647,2,13,5824,3784,Unknown,Unknown
grant hill loop trail,4.1,EASY/INTERMEDIATE,Swift Trail Junction,0.188481675,2.5,,492,494,5,27,9438,9001,Unknown,Unknown
aspen nature trail,0.7,DIFFICULT,Flagstaff,0.187434555,2.5,Flagstaff Biking Organization,252,0,7,11,9254,9003,Unknown,Unknown
bates well road,11.1,EASY,Ajo,0.186387435,2.5,Flagstaff Biking Organization,252,0,7,11,9254,9003,Unknown,Unknown
bones loop,3.9,INTERMEDIATE,Catalina,0.185340314,2.5,Sonoran Desert Mountain Bicyclists,251,230,2,9,4029,3835,Unknown,Unknown
boy scout trail #126,0.9,DIFFICULT,Prescott,0.184293194,2.5,USFS - Prescott National Forest Office,0,342,7,26,6280,5937,Leashed,Unknown
easy oldham,1.8,EASY/INTERMEDIATE,Flagstaff,0.183246073,2.5,Flagstaff Biking Organization,522,3,5,16,7577,7055,Unknown,Unknown
old hatchery trail,0.5,DIFFICULT,Pinetop-Lakeside,0.182198953,2.5,Pinetop-Lakeside TRACKS,84,4,3,7,7118,7037,Unknown,Unknown
dysart,1.9,EASY,Goodyear,0.181151832,2.5,Maricopa County Parks,47,181,2,7,1190,1055,Unknown,Allowed
black hill trail,2.6,EASY,Rio Verde,0.180104712,2.5,,196,17,2,3,2664,2485,Leashed,Not Allowed
wayne's world,0.6,INTERMEDIATE/DIFFICULT,Buckeye,0.179057592,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
rattlesnake,1.5,EASY/INTERMEDIATE,Catalina,0.178010471,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
flue trail,0.9,EASY,Flagstaff,0.176963351,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
corral,2.7,EASY,Catalina,0.17591623,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
black canyon,0.6,DIFFICULT,Yuma,0.17486911,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
brown canyon access road,0.9,EASY/INTERMEDIATE,Sierra Vista,0.17382199,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
usfs road 4388,1.3,EASY,Saint David,0.172774869,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
my precious,1.5,INTERMEDIATE/DIFFICULT,Ajo,0.171727749,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
fence trail,0.7,EASY/INTERMEDIATE,Flagstaff,0.170680628,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
marker 2 - marker 37,0.4,EASY/INTERMEDIATE,South Tucson,0.169633508,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
rusty rake,0.3,EASY,Buckeye,0.168586387,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
waterline road (trail),14.7,EASY,Flagstaff,0.167539267,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
desert park trail,3.6,INTERMEDIATE/DIFFICULT,Fountain Hills,0.166492147,2.1,Desert Foothills Mountain Bike Association,735,17,4,10,2432,1698,Unknown,Not Allowed
pedersen trail,8.8,INTERMEDIATE,Goodyear,0.165445026,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
maricopa trail: lake pleasant,3.5,INTERMEDIATE/DIFFICULT,Anthem,0.164397906,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
dove valley trail,4.7,EASY/INTERMEDIATE,Carefree,0.163350785,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
powerline road,2.8,EASY/INTERMEDIATE,Catalina,0.162303665,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
black grama loop (#1004),1.4,EASY/INTERMEDIATE,Cornville,0.161256545,2.3,USFS - Coconino National Forest Office,115,95,3,7,3527,3432,Unknown,Unknown
e. miller canyon road,2,EASY/INTERMEDIATE,Sierra Vista Southeast,0.160209424,2.3,USFS - Coronado National Forest Office,0,723,7,16,5775,5051,Unknown,Unknown
oasis trail,0.4,EASY,Tortolita,0.159162304,2.3,Sonoran Desert Mountain Bicyclists,2,6,0,0,2328,2322,Unknown,Unknown
dirt road,1.4,EASY,Guadalupe,0.158115183,2.2,City of Phoenix - Trails and Desert Preserves,183,5,3,7,1573,1393,Leashed,Allowed
cholla loop (h3),2.7,DIFFICULT,Glendale,0.157068063,2.2,,447,475,7,17,1797,1374,Unknown,Unknown
rocky moto,3.8,DIFFICULT,Flagstaff,0.156020942,2.3,Flagstaff Biking Organization,469,124,3,8,7857,7486,Unknown,Allowed
woods canyon trail,4.2,EASY,Star Valley,0.154973822,2.2,,179,197,2,8,7641,7497,Leashed,Unknown
pima wash trail,1.5,INTERMEDIATE,Guadalupe,0.153926702,1.9,,184,2,2,7,1557,1374,Unknown,Allowed
ice cave trail,3.5,INTERMEDIATE/DIFFICULT,Lake of the Woods,0.152879581,2,,550,38,3,10,7218,6686,Leashed,Unknown
malpais trail,4.3,DIFFICULT,Queen Creek,0.151832461,1.6,,348,450,4,14,1923,1722,Unknown,Unknown
saguaro trail,0.4,EASY,Fountain Hills,0.15078534,2,Desert Foothills Mountain Bike Association,66,0,3,10,1785,1719,Unknown,Not Allowed
valle verde trail,1,EASY/INTERMEDIATE,Anthem,0.14973822,2,Cave Creek Bicycle Association,130,12,3,12,1874,1744,Unknown,Unknown
west spruce trail #264,8.6,DIFFICULT,Prescott,0.148691099,2,USFS - Prescott National Forest Office,1180,2790,9,27,7052,5049,Unknown,Unknown
arrowhead point (h2),1.5,VERY DIFFICULT,Glendale,0.147643979,2,,357,382,9,18,1834,1453,Leashed,Unknown
pipeline trail,3,EASY,Flagstaff,0.146596859,2,USFS - Coconino National Forest Office,405,77,3,10,7207,6880,Unknown,Unknown
bct: carefree highway to new river,10.6,INTERMEDIATE,Anthem,0.145549738,2,,554,120,1,7,2052,1618,Unknown,Allowed
bunny - cactus connector,1,EASY,Tanque Verde,0.144502618,2,,0,30,1,1,2871,2841,Unknown,Not Allowed
sunrise trail,0.7,INTERMEDIATE,Peoria,0.143455497,2,Desert Foothills Mountain Bike Association,97,128,6,15,1470,1342,Unknown,Unknown
hawk's nest,0.4,INTERMEDIATE,Anthem,0.142408377,2,City of Phoenix - Trails and Desert Preserves,203,0,10,19,1820,1617,Unknown,Unknown
sparrow,1.6,DIFFICULT,Prescott,0.141361257,2,USFS - Prescott National Forest Office,604,0,7,16,6878,6274,Unknown,Unknown
middlemarch canyon trail #277,2.6,DIFFICULT,Saint David,0.140314136,2,USFS - Coronado National Forest Office,678,388,8,31,5833,5155,Unknown,Unknown
lizardhead trail,0.7,INTERMEDIATE,West Sedona,0.139267016,2,Verde Valley Cyclists Coalition,67,27,2,9,4659,4604,Unknown,Unknown
no-so,1.1,EASY,Apache Junction,0.138219895,2,Maricopa County Parks,0,120,2,4,1891,1771,Unknown,Allowed
willow springs trail head,1.2,EASY,Star Valley,0.137172775,2,USFS - Apache & Sitgreaves National Forests Office,76,41,2,6,7588,7535,Leashed,Unknown
poker trail,0.3,DIFFICULT,Flagstaff,0.136125654,2,USFS - Coconino National Forest Office,76,1,5,12,7475,7399,Unknown,Allowed
upper teacup,0.3,INTERMEDIATE/DIFFICULT,West Sedona,0.135078534,2,Verde Valley Cyclists Coalition,80,0,5,9,4772,4691,Unknown,Unknown
scrambler,1.5,INTERMEDIATE/DIFFICULT,Fortuna Foothills,0.134031414,2,Desert Mountain Bikers of Yuma,86,190,4,12,493,349,Unknown,Unknown
ball field loop trail,0.5,EASY,Tortolita,0.132984293,2,Sonoran Desert Mountain Bicyclists,17,14,1,2,2379,2362,Unknown,Unknown
marker 1 - marker 4 - anklam access,0.2,EASY/INTERMEDIATE,South Tucson,0.131937173,2,,16,3,1,3,2498,2482,Leashed,Unknown
marker 8 - marker 27,0.3,EASY/INTERMEDIATE,Flowing Wells,0.130890052,2,,74,1,5,7,2513,2439,Off-leash,Unknown
elephant head trail,11.7,DIFFICULT,Tubac,0.129842932,2,Sonoran Desert Mountain Bicyclists,1525,1697,5,19,4670,3576,Unknown,Unknown
coconino rim road/fs-310,20.1,EASY,Grand Canyon,0.128795812,2,USFS - Kaibab National Forest Office,387,822,1,5,7533,7036,Unknown,Unknown
forest road 418,11.5,EASY,Flagstaff,0.127748691,2,Flagstaff Biking Organization,1274,705,3,11,8498,7377,Unknown,Unknown
garden canyon linear park trail,2.7,INTERMEDIATE,Sierra Vista,0.126701571,2,,138,47,1,3,4746,4608,Unknown,Unknown
moab,2.1,INTERMEDIATE,Yuma,0.12565445,2,Desert Mountain Bikers of Yuma,250,4,2,7,447,201,Unknown,Unknown
mohave wash path,4,EASY,Kingman,0.12460733,2,City of Kingman,0,107,1,1,3422,3315,Leashed,Unknown
hidden canyon trail,1.5,VERY DIFFICULT,Tucson Estates,0.123560209,2,"Pima County - Natural Resources, Parks and Recreation",346,271,8,17,3087,2741,Unknown,Not Allowed
old senator road,2.5,EASY,Prescott,0.122513089,2,USFS - Prescott National Forest Office,325,115,3,7,6024,5760,Unknown,Unknown
las lomitas trail,2.1,INTERMEDIATE,Laveen,0.121465969,2,City of Phoenix - Trails and Desert Preserves,93,243,3,9,1574,1363,Leashed,Allowed
desert iguana (h-5),1,EASY,Peoria,0.120418848,2,Desert Foothills Mountain Bike Association,113,47,3,7,1407,1339,Leashed,Unknown
kofa queen canyon road,5,INTERMEDIATE,Quartzsite,0.119371728,2,,746,25,3,11,2283,1537,Unknown,Unknown
canal route,3.6,EASY,Yuma,0.118324607,2,BLM Arizona - Yuma Field Office,180,84,1,8,298,178,Unknown,Unknown
goat trail,0.6,DIFFICULT,Apache Junction,0.117277487,2,Hawes Trail Alliance,158,179,10,26,2639,2484,Unknown,Unknown
kiko fitness trail,2.7,EASY,Clifton,0.116230366,2,,360,14,3,9,3951,3596,Leashed,Allowed
trail 391 - high valley ranch trail,0.9,INTERMEDIATE,Prescott,0.115183246,2,Prescott Mountain Bike Alliance,288,29,6,15,6317,6035,Leashed,Unknown
inner basin trail (upper),1.1,INTERMEDIATE,Flagstaff,0.114136126,2,Flagstaff Biking Organization,543,0,10,21,9967,9425,Unknown,Unknown
forest road 552,3.6,EASY,Flagstaff,0.113089005,2,Flagstaff Biking Organization,0,1032,5,13,8631,7599,Unknown,Unknown
rasmussen road extended (8112),4.1,EASY,Ajo,0.112041885,2,BLM - Lower Sonoran Field Office,187,51,1,3,1758,1586,Unknown,Unknown
shake spring trail,4.5,DIFFICULT,Swift Trail Junction,0.110994764,2,,3098,4,13,33,8805,5711,Unknown,Unknown
parking lot trail,1,EASY,Apache Junction,0.109947644,2,AZ State Land Department,0,119,2,4,2084,1965,Unknown,Unknown
bismark lake trail,0.8,EASY,Flagstaff,0.108900524,2,USFS - Coconino National Forest Office,196,0,4,10,8792,8596,Unknown,Unknown
darby well road,2,EASY,Ajo,0.107853403,2,BLM Arizona - Hassayampa Field Office,3,91,1,1,1805,1717,Off-leash,Unknown
collar bone,1.8,INTERMEDIATE,Eagar,0.106806283,2,,0,858,9,12,10655,9798,No Dogs,Unknown
fungus trail,1.6,DIFFICULT,Eagar,0.105759162,2,,0,761,9,19,10569,9808,No Dogs,Unknown
lost wall trail,0.5,INTERMEDIATE/DIFFICULT,Prescott Valley,0.104712042,2,,169,49,8,16,5229,5068,Leashed,Unknown
back yard,2.1,INTERMEDIATE,Yuma,0.103664921,2,Desert Mountain Bikers of Yuma,178,143,3,10,357,292,Unknown,Unknown
promenade trail,0.4,INTERMEDIATE,Fountain Hills,0.102617801,2,,24,29,2,4,2531,2515,Unknown,Unknown
