trail_name,length,difficulty,trail_link,longitude,latitude,city,popularity,rating,local_club,local_club_site,land_manager,land_manager_site,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
Golden Gate Trail,2.6,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7000583/golden-gate-trail,32.201692,-111.12222,Tucson Estates,0.701570681,3.5,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,619,43,5,21,3194,2607,Unknown,Unknown
Locomotive Rock,2.6,INTERMEDIATE,https://www.mtbproject.com/trail/7024494/locomotive-rock,32.337107,-112.885712,Ajo,0.70052356,4,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,95,181,2,7,1957,1855,Leashed,Unknown
Clark Spring Trail #124,2.3,DIFFICULT,https://www.mtbproject.com/trail/7005943/clark-spring-trail-124,31.435943,-110.274498,Sierra Vista Southeast,0.69947644,4,Dawn to Dust,https://www.mtbproject.com/club/4939736/dawn-to-dust,USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,131,394,4,15,6120,5730,Unknown,Unknown
#322 Circle Connection Trail,0.7,EASY,https://www.mtbproject.com/trail/7000574/322-circle-connection-trail,34.527654,-112.530599,Prescott,0.698429319,4,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,126,4,3,7,6227,6104,Unknown,Unknown
Westside,4.8,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7011807/westside,32.782516,-114.478308,Yuma,0.697382199,4,Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,499,353,3,12,491,192,Unknown,Unknown
Roller Coaster Trail,0.3,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7056335/roller-coaster-trail,32.278904,-111.082353,Flowing Wells,0.696335079,4,Pima County Parks and Recreation,http://webcms.pima.gov/cms/One.aspx?portalId=169&pageId=41889,,,18,5,1,4,2491,2475,Leashed,Unknown
Wildlife Corridor Trail,1.7,INTERMEDIATE,https://www.mtbproject.com/trail/4854563/wildlife-corridor-trail,32.608527,-110.732891,Oracle,0.695287958,4,,,,,34,307,4,14,4358,4085,Unknown,Unknown
Wagner,1.1,EASY,https://www.mtbproject.com/trail/7013388/wagner,33.694177,-111.73091,Rio Verde,0.694240838,4,Maricopa County Parks,http://www.maricopa.gov/parks/,,,119,2,2,3,2096,1976,Unknown,Allowed
FS 6275,3.2,INTERMEDIATE,https://www.mtbproject.com/trail/7040840/fs-6275,35.257466,-111.66465,Flagstaff,0.693193717,4,,,,,1157,2,7,15,8622,7465,Unknown,Unknown
Mariposa Trail,1.6,INTERMEDIATE,https://www.mtbproject.com/trail/4854005/mariposa-trail,32.621118,-110.746644,Oracle,0.692146597,4,,,,,210,144,4,12,4389,4268,Unknown,Unknown
Tortoise,0.7,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7013386/tortoise,33.689842,-111.71916,Rio Verde,0.691099476,4,Maricopa County Parks,http://www.maricopa.gov/parks/,,,88,1,2,4,1963,1875,Unknown,Allowed
Rough Rider Trail,0.5,EASY,https://www.mtbproject.com/trail/7052384/rough-rider-trail,33.689692,-111.994215,Cave Creek,0.690052356,4,,,,,31,0,1,3,1644,1613,Unknown,Unknown
Starr Pass Trail,4.9,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4881896/starr-pass-trail,32.205196,-111.084276,Tucson Estates,0.689005236,3.7,,,,,266,372,2,9,2865,2683,Unknown,Unknown
Twisted Sister,2,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7020359/twisted-sister,33.512927,-111.663851,Fountain Hills,0.687958115,3.7,,,,,155,415,5,15,1825,1436,Leashed,Unknown
BCT: Table Mesa to Black Canyon City,12.5,DIFFICULT,https://www.mtbproject.com/trail/7045259/bct-table-mesa-to-black-canyon-city,33.984761,-112.168911,New River,0.686910995,4,,,,,1356,1223,4,11,2495,1751,Unknown,Allowed
Dreamy Draw Nature Trail,0.9,EASY,https://www.mtbproject.com/trail/7053086/dreamy-draw-nature-trail,33.563266,-112.028495,Paradise Valley,0.685863874,4,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,80,77,3,7,1500,1420,Leashed,Unknown
Overton Trail,1.8,INTERMEDIATE,https://www.mtbproject.com/trail/845918/overton-trail,33.84367,-112.004591,Cave Creek,0.684816754,3.7,,,,,62,391,5,11,2445,2057,Unknown,Allowed
Camaro Loop,2.1,INTERMEDIATE,https://www.mtbproject.com/trail/6186964/camaro-loop,32.168825,-111.02779,Drexel Heights,0.683769634,3.7,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,109,106,2,6,2637,2552,Unknown,Not Allowed
Williams Peak Trail #738,1.1,INTERMEDIATE,https://www.mtbproject.com/trail/7050680/williams-peak-trail-738,34.545976,-112.545978,Prescott,0.682722513,4,,,,,189,3,3,8,6215,6029,Unknown,Unknown
Maricopa Trail (Bronco - Sonoran),3.4,EASY,https://www.mtbproject.com/trail/7052639/maricopa-trail-bronco-sonoran,33.848527,-111.826113,Carefree,0.681675393,4,,,,,20,365,2,6,3234,2883,Unknown,Unknown
West Wetlands Path,1.1,EASY,https://www.mtbproject.com/trail/7037872/west-wetlands-path,32.730918,-114.635666,Yuma,0.680628272,4,Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,City of Yuma,http://www.yumaaz.gov/parks-and-recreation/west-wetlands-park--centennial-beach.html,17,11,0,2,133,120,Leashed,Unknown
Forces of Nature,1.8,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/5185612/forces-of-nature,35.226057,-111.593692,Flagstaff,0.679581152,3.8,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,Coconino County and the City of Flagstaff,http://www.flagstaff.az.gov/index.aspx?NID=1379,276,137,4,14,7172,6977,Unknown,Unknown
Quartz Trail,2.9,INTERMEDIATE,https://www.mtbproject.com/trail/4037195/quartz-trail,33.837425,-111.986247,Fountain Hills,0.678534031,3.8,Maricopa County Parks,http://www.maricopa.gov/parks/,,,476,22,3,14,1991,1517,Unknown,Not Allowed
Skyline Crest,1.4,INTERMEDIATE,https://www.mtbproject.com/trail/7037241/skyline-crest,33.493114,-112.559076,Buckeye,0.677486911,4,,,,,116,503,9,40,2114,1611,Unknown,Allowed
Maricopa Trail: Apache Peak Run - New River,3,DIFFICULT,https://www.mtbproject.com/trail/7026819/maricopa-trail-apache-peak-run-new-river,33.864185,-112.057492,Anthem,0.676439791,4,,,,,336,258,4,21,2252,2046,Off-leash,Unknown
Friendly Fair Trail,3.1,INTERMEDIATE,https://www.mtbproject.com/trail/7015372/friendly-fair-trail,34.444568,-114.264626,Lake Havasu City,0.67539267,4,BLM Lake Havasu Field Office,http://www.blm.gov/az/st/en/fo/lake_havasu_field.html,,,174,172,2,9,962,861,Off-leash,Unknown
Glassford Summit Trail,2.2,INTERMEDIATE,https://www.mtbproject.com/trail/7039401/glassford-summit-trail,34.596756,-112.360324,Prescott Valley,0.67434555,4,,,,,936,0,8,27,6124,5187,Leashed,Unknown
Gooseneck Trail,6.8,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7002022/gooseneck-trail,33.74509,-111.79487,Rio Verde,0.673298429,3.6,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,352,279,2,7,2635,2506,Leashed,Not Allowed
Sawmill Connector #636A,4.5,INTERMEDIATE,https://www.mtbproject.com/trail/7036763/sawmill-connector-636a,34.22872,-109.949102,Show Low,0.672251309,4,Pinetop-Lakeside TRACKS,https://www.mtbproject.com/club/1027178/pinetop-lakeside-tracks,USFS - Apache & Sitgreaves National Forests Office,http://www.fs.usda.gov/asnf,349,249,2,12,6925,6799,Unknown,Unknown
Radar Loop,1.6,EASY,https://www.mtbproject.com/trail/5788429/radar-loop,35.1436,-111.67764,Kachina Village,0.671204188,4,,,,,94,94,2,8,7022,6983,Unknown,Unknown
Butte Creek Trail #321,1.9,DIFFICULT,https://www.mtbproject.com/trail/7011406/butte-creek-trail-321,34.528164,-112.527877,Prescott,0.670157068,4,,,,,4,451,5,14,6093,5646,Unknown,Unknown
Hidden Valley Trail #374,0.4,INTERMEDIATE,https://www.mtbproject.com/trail/7012608/hidden-valley-trail-374,34.50738,-112.469307,Prescott,0.669109948,4,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,0,134,6,14,5814,5679,Leashed,Unknown
Scorpion,2.3,INTERMEDIATE,https://www.mtbproject.com/trail/7057299/scorpion,34.846156,-111.828575,Apache Junction,0.668062827,4,,,,,1,417,3,7,1871,1456,Leashed,Unknown
Alpe d'Huez,1.2,INTERMEDIATE,https://www.mtbproject.com/trail/7057006/alpe-dhuez,33.505661,-111.624172,Apache Junction,0.667015707,4,Hawes Trail Alliance,https://www.mtbproject.com/club/7000810/hawes-trail-alliance,,,491,4,8,21,2632,2145,Unknown,Unknown
Moss Wash OHV Trail Route 7200,5.8,DIFFICULT,https://www.mtbproject.com/trail/7014851/moss-wash-ohv-trail-route-7200,35.030355,-113.883004,Kingman,0.665968586,4,Colorado River Area Trail Alliance,https://www.mtbproject.com/club/4044379/colorado-river-area-trail-alliance,BLM Arizona - Kingman Field Office,http://www.blm.gov/az/st/en/fo/kingman_field_office.html,61,1303,4,16,5666,4424,Unknown,Allowed
Dry Lakes Vista,0.9,EASY,https://www.mtbproject.com/trail/743662/dry-lakes-vista,35.268519,-111.634395,Flagstaff,0.664921466,4,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,45,11,1,3,8351,8309,Unknown,Unknown
Lance's Trail,1.4,INTERMEDIATE,https://www.mtbproject.com/trail/7057298/lances-trail,33.50492,-111.618046,Apache Junction,0.663874346,4,,,,,83,224,4,9,2105,1896,Leashed,Unknown
Phone Trail,0.3,INTERMEDIATE,https://www.mtbproject.com/trail/4923508/phone-trail,34.805628,-111.766331,Village of Oak Creek (Big Park),0.662827225,4,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,1,10,1,1,4329,4320,Unknown,Unknown
W Naranja Drive Multi Purpose Path,1.5,INTERMEDIATE,https://www.mtbproject.com/trail/7046310/w-naranja-drive-multi-purpose-path,32.409851,-110.996016,Tortolita,0.661780105,4,,,,,13,42,1,2,2716,2685,Unknown,Unknown
Tucson Estates Trail,1.3,EASY,https://www.mtbproject.com/trail/7056453/tucson-estates-trail,32.192623,-111.10376,Tucson Estates,0.660732984,4,,,,,222,1,3,5,2862,2642,Unknown,Not Allowed
Trail 328 - Piglet Trail,0.6,INTERMEDIATE,https://www.mtbproject.com/trail/7012503/trail-328-piglet-trail,34.559996,-112.51681,Prescott,0.659685864,4,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,5,178,6,9,5814,5641,Leashed,Unknown
Palisade Trail,1.2,INTERMEDIATE,https://www.mtbproject.com/trail/7000494/palisade-trail,33.734811,-112.14789,Anthem,0.658638743,4,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,277,174,7,21,1868,1591,Leashed,Unknown
Osprey Connector #636C,2.5,INTERMEDIATE,https://www.mtbproject.com/trail/7036764/osprey-connector-636c,34.186834,-109.962927,Lake of the Woods,0.657591623,4,Pinetop-Lakeside TRACKS,https://www.mtbproject.com/club/1027178/pinetop-lakeside-tracks,USFS - Apache & Sitgreaves National Forests Office,http://www.fs.usda.gov/asnf,114,201,2,14,6935,6751,Unknown,Unknown
Bail Trail,0.3,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/4923646/bail-trail,34.815887,-111.761021,Village of Oak Creek (Big Park),0.656544503,3.8,,,,,0,102,6,8,4398,4296,Unknown,Unknown
Front Yard,1.4,INTERMEDIATE,https://www.mtbproject.com/trail/7003804/front-yard,32.758828,-114.496158,Yuma,0.655497382,4,,,,,139,6,2,5,329,192,Unknown,Unknown
Legacy Trail,1.2,INTERMEDIATE,https://www.mtbproject.com/trail/7011275/legacy-trail,34.61819,-112.464277,Prescott,0.654450262,4,,,,,182,120,5,14,5361,5275,Unknown,Unknown
Cactus Wren Trail,1.5,INTERMEDIATE,https://www.mtbproject.com/trail/4905153/cactus-wren-trail,33.732929,-112.066134,Cave Creek,0.653403141,3.8,Cave Creek Bicycle Association,https://www.mtbproject.com/club/31765/cave-creek-bicycle-association,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,57,89,2,5,1790,1724,Unknown,Unknown
Tatanka,2,INTERMEDIATE,https://www.mtbproject.com/trail/7041313/tatanka,34.567446,-112.552159,Prescott,0.652356021,4,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,74,206,3,8,5865,5706,Leashed,Unknown
Harv's Howl,0.4,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7032906/harvs-howl,33.318281,-112.448772,Buckeye,0.651308901,3.8,,,,,79,3,4,13,1128,1050,Unknown,Unknown
BLM Trail,1.1,INTERMEDIATE,https://www.mtbproject.com/trail/7035222/blm-trail,34.579487,-112.549536,Prescott,0.65026178,4,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,2,284,5,10,5936,5654,Leashed,Unknown
Bowen Trail,0.8,DIFFICULT,https://www.mtbproject.com/trail/7056938/bowen-trail,32.218177,-111.06471,Tucson Estates,0.64921466,4,Pima County Parks and Recreation,http://webcms.pima.gov/cms/One.aspx?portalId=169&pageId=41889,,,56,80,3,7,2822,2742,Unknown,Not Allowed
Zygomatic,0.8,INTERMEDIATE,https://www.mtbproject.com/trail/7041315/zygomatic,34.559597,-112.547919,Prescott,0.648167539,4,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,1,201,5,14,5918,5718,Leashed,Unknown
Coyote Canyon Trail,1.3,INTERMEDIATE,https://www.mtbproject.com/trail/7023668/coyote-canyon-trail,33.794301,-111.7969,Carefree,0.647120419,4,,,,,119,24,2,7,2835,2725,Leashed,Unknown
Mariposa Trail,0.5,EASY,https://www.mtbproject.com/trail/7000602/mariposa-trail,32.621118,-110.746644,Tucson Estates,0.646073298,4,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,17,15,1,2,2599,2582,Unknown,Unknown
Unnamed Trail,1.7,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7024553/unnamed-trail,31.858509,-111.014728,Green Valley,0.645026178,4,,,,,141,32,2,5,3161,3051,Unknown,Unknown
Solifuge Connector,0.5,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7057121/solifuge-connector,32.388204,-112.92027,Ajo,0.643979058,4,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,,,26,35,2,4,1772,1744,Unknown,Unknown
Cunningham Trail,3.9,EASY,https://www.mtbproject.com/trail/3964075/cunningham-trail,32.668227,-109.880291,Swift Trail Junction,0.642931937,4,,,,,175,395,3,9,9202,8883,Unknown,Unknown
36th Street Trail Alternate,0.8,INTERMEDIATE,https://www.mtbproject.com/trail/7056721/36th-street-trail-alternate,32.192288,-111.03521,Tucson Estates,0.641884817,4,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,,,51,18,2,8,2630,2586,Unknown,Not Allowed
Kerr Jar Trail,0.9,INTERMEDIATE,https://www.mtbproject.com/trail/7000599/kerr-jar-trail,32.210722,-111.129308,Tucson Estates,0.640837696,4,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,39,19,1,6,2643,2605,Unknown,Unknown
Coatimundi Trail,1.1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7056493/coatimundi-trail,32.212432,-111.150419,Tucson Estates,0.639790576,4,,,,,106,0,2,4,2658,2553,Unknown,Not Allowed
Powerline Trail,0.2,EASY,https://www.mtbproject.com/trail/7050954/powerline-trail,34.535587,-112.460836,Prescott,0.638743455,4,,,,,59,0,5,10,5559,5499,Unknown,Unknown
D Road (8112 D Road),0.9,INTERMEDIATE,https://www.mtbproject.com/trail/7057119/d-road-8112-d-road,32.385245,-112.89059,Ajo,0.637696335,4,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,,,10,139,3,10,1824,1693,Unknown,Unknown
West Butte Trail,1.5,INTERMEDIATE,https://www.mtbproject.com/trail/7013032/west-butte-trail,32.802195,-111.701014,Casa Grande,0.636649215,4,Casa Grande Parks & Recreation,http://www.casagrandeaz.gov/rec/parks/,,,129,251,5,12,1749,1510,Unknown,Unknown
Barb's Trail,0.7,EASY,https://www.mtbproject.com/trail/7056896/barbs-trail,33.801311,-111.787881,Carefree,0.635602094,4,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,62,4,2,4,2753,2691,Leashed,Not Allowed
Desperado Trail,0.5,INTERMEDIATE,https://www.mtbproject.com/trail/7023667/desperado-trail,33.799803,-111.803422,Carefree,0.634554974,4,,,,,15,23,1,3,2828,2811,Leashed,Unknown
Pile,0.2,DIFFICULT,https://www.mtbproject.com/trail/7039494/pile,33.959037,-109.559781,Eagar,0.633507853,4,,,,,0,171,19,27,10134,9963,No Dogs,Unknown
East Butte Connector,0.8,EASY,https://www.mtbproject.com/trail/7013035/east-butte-connector,32.797242,-111.696576,Casa Grande,0.632460733,4,Casa Grande Parks & Recreation,http://www.casagrandeaz.gov/rec/parks/,,,24,9,1,2,1626,1609,Unknown,Unknown
Saguaro Rib,0.2,EASY,https://www.mtbproject.com/trail/7056455/saguaro-rib,32.19761,-111.060362,Tucson Estates,0.631413613,4,,,,,1,16,1,2,2735,2719,Unknown,Not Allowed
Roadrunner,1.5,INTERMEDIATE,https://www.mtbproject.com/trail/7057958/roadrunner,32.389114,-112.862392,Ajo,0.630366492,4,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,3,86,1,3,1700,1616,Unknown,Unknown
Batamote View,2.3,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7057956/batamote-view,32.435337,-112.781175,Ajo,0.629319372,4,,,,,73,71,1,2,1623,1551,Unknown,Unknown
Ed's Climb,0.2,DIFFICULT,https://www.mtbproject.com/trail/7057871/eds-climb,,,Ajo,0.628272251,4,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,56,3,7,15,1891,1835,Unknown,Unknown
Lagarto SE,0.5,INTERMEDIATE,https://www.mtbproject.com/trail/7057869/lagarto-se,32.302756,-112.874259,Ajo,0.627225131,4,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,3,37,2,3,1813,1778,Unknown,Unknown
Escaping The Vortex,0.6,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7057806/escaping-the-vortex,32.4037,-112.917126,Ajo,0.62617801,4,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,49,0,2,4,1674,1625,Unknown,Unknown
Lava Run,2.4,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7057683/lava-run,32.268658,-112.843437,Ajo,0.62513089,4,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,91,8,1,2,1756,1670,Unknown,Unknown
Juan Bautista de Anza Nat'l Historic Trail: Tumacacori - Calab…,8.4,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7057674/juan-bautista-de-anza-natl-historic-trail-tumacacori-calabasas,,,Tubac,0.62408377,4,,,,,191,47,1,4,3415,3271,Unknown,Unknown
Faithful to México,0.9,INTERMEDIATE,https://www.mtbproject.com/trail/7057667/faithful-to-mexico,,,Ajo,0.623036649,4,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,22,103,3,7,2040,1937,Unknown,Unknown
