trail_name,length,difficulty,trail_link,city,popularity,rating,local_club,local_club_site,land_manager,land_manager_site,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
West Canyon Road,"4.1
    mi",EASY,https://www.mtbproject.com/trail/7024153/west-canyon-road,"Ivins, UT",#276,4.3 (4),Utah State Parks,http://stateparks.utah.gov/,,,397',2',2%,4%,"3,664'","3,269'",Unknown,Allowed
Lightning Switch,"2.5
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7040581/lightning-switch,"Cedar City, UT",#277,4.3 (3),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - Cedar City,http://www.blm.gov/ut/st/en/fo/cedar_city.html,952',0',7%,18%,"7,034'","6,082'",Unknown,Unknown
East Intermediate Trail,"2.2
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7021849/east-intermediate-trail,"Kamas, UT",#278,4.2 (5),,,,,358',554',8%,17%,"7,785'","7,231'",Off-leash,Unknown
Mid-Way Trail,"1.1
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7026177/mid-way-trail,"Alta, UT",#279,4.3 (3),,,,,20',327',6%,17%,"8,474'","8,147'",No Dogs,Unknown
Flow Trail,"1.8
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7020157/flow-trail,"Junction, UT",#280,4.3 (3),Eagle Point Ski Resort,http://www.eaglepointresort.com/,,,2',373',4%,9%,"10,335'","9,964'",Off-leash,Unknown
Gambel,"1.0
    mi",EASY,https://www.mtbproject.com/trail/7047317/gambel,"Pleasant Grove, UT",#281,4.3 (3),,,,,62',61',2%,9%,"4,982'","4,922'",Unknown,Unknown
West Fork Duncan Creek Trail #222,"2.6
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7029594/west-fork-duncan-creek-trail-222,"Beaver, UT",#282,4.3 (3),,,,,30',871',6%,22%,"9,377'","8,532'",Off-leash,Unknown
Knoll Trail Branch,"0.9
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7029048/knoll-trail-branch,"Brigham City, UT",#283,4.3 (3),Brigham City - Parks Division,http://brighamcity.utah.gov/trees.htm,,,137',233',8%,22%,"5,398'","5,262'",Off-leash,Unknown
Athena Trail,"5.6
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7052815/athena-trail,"East Carbon City, UT",#284,4.2 (6),BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,,,411',409',3%,11%,"4,323'","4,199'",Unknown,Unknown
Soft Rock,"0.3
    mi",EASY,https://www.mtbproject.com/trail/7047318/soft-rock,"Pleasant Grove, UT",#285,4.3 (3),,,,,34',34',4%,9%,"4,905'","4,871'",Unknown,Unknown
Yeti's,"3.0
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7016894/yetis,"Snyderville, UT",#286,4.0 (9),,,,,"1,083'",0',7%,22%,"8,035'","6,952'",Leashed,Unknown
Panorama Trail,"2.7
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7025043/panorama-trail,"Escalante, UT",#287,4.3 (4),Utah DNR - Kodachrome Basin State Park,https://stateparks.utah.gov/parks/kodachrome-basin/,,,163',213',3%,8%,"5,862'","5,774'",Unknown,Allowed
Pineview West Trail,"3.2
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7012984/pineview-west-trail,"Wolf Creek, UT",#288,4.2 (5),,,,,125',156',2%,11%,"4,967'","4,905'",Off-leash,Unknown
East Fork Wheeler Creek Trail,"3.2
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7003191/east-fork-wheeler-creek-trail,"Wolf Creek, UT",#289,4.3 (4),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,863',36',5%,17%,"6,329'","5,502'",Leashed,Unknown
Peakview Trail,"2.0
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7031800/peakview-trail,"Alpine, UT",#290,4.2 (5),,,,,603',6',6%,17%,"6,450'","5,854'",Unknown,Allowed
Lewis Peak Trail,"2.9
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4296525/lewis-peak-trail,"Liberty, UT",#291,4.3 (4),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,655',359',7%,20%,"8,000'","7,702'",Unknown,Unknown
Ambush,"1.4
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/3658758/ambush,"Snyderville, UT",#292,4.3 (4),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,,,0',575',8%,16%,"8,127'","7,552'",Unknown,Unknown
Raven,"0.6
    mi",DIFFICULT,https://www.mtbproject.com/trail/7032759/raven,"Kanab, UT",#293,4.3 (4),Kanab Cycling Club,https://www.mtbproject.com/club/7000492/kanab-cycling-club,City of Kanab,https://kanab.utah.gov/,120',92',6%,17%,"5,194'","5,075'",Leashed,Unknown
Short Stack,"1.2
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7049277/short-stack,"Summit Park, UT",#294,4.3 (4),,,,,43',411',7%,17%,"7,777'","7,377'",Leashed,Unknown
Bobsled (Downhill Only),"0.4
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7013481/bobsled-downhill-only,"South Ogden, UT",#295,4.0 (9),,,,,3',284',14%,25%,"5,157'","4,875'",Unknown,Unknown
Mercer Mountain,"1.2
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7038724/mercer-mountain,"Alpine, UT",#296,4.2 (5),"City of Draper, UT - Parks and Trails",http://www.draper.ut.us/index.aspx?nid=116,,,8',257',4%,14%,"5,950'","5,701'",Unknown,Unknown
Timberline,"2.3
    mi",DIFFICULT,https://www.mtbproject.com/trail/7005872/timberline,"Parowan, UT",#297,4.2 (5),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,USFS - Dixie National Forest Office,http://www.fs.usda.gov/dixie,0',"1,139'",10%,26%,"10,904'","9,765'",No Dogs,Unknown
Adventure Scout Loop,"0.9
    mi",DIFFICULT,https://www.mtbproject.com/trail/7012526/adventure-scout-loop,"Hurricane, UT",#298,4.3 (4),Utah State Parks - Quail Creek State Park,https://stateparks.utah.gov/parks/quail-creek/,,,141',99',5%,17%,"3,213'","3,079'",Unknown,Unknown
Jasper,"1.7
    mi",EASY,https://www.mtbproject.com/trail/180677/jasper,"Moab, UT",#299,3.8 (13),Moab Trail Mix,https://www.mtbproject.com/club/7000305/moab-trail-mix,BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,104',108',2%,11%,"4,732'","4,678'",Leashed,Unknown
Rambler,"5.9
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7001672/rambler,"Snyderville, UT",#300,4.0 (8),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,Park City Municipal,http://parkcity.org/,770',527',4%,11%,"7,058'","6,482'",Off-leash,Unknown
Baby Steps (North) Loop,"1.3
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/183260/baby-steps-north-loop,"Moab, UT",#301,3.6 (19),Moab Trail Mix,https://www.mtbproject.com/club/7000305/moab-trail-mix,BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,0',494',7%,17%,"5,203'","4,709'",Leashed,Unknown
Green Loop,"1.6
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7044883/green-loop,"Fruit Heights, UT",#302,3.9 (10),,,,,191',194',4%,12%,"4,848'","4,654'",Unknown,Unknown
Fire Sale,"2.3
    mi",DIFFICULT,https://www.mtbproject.com/trail/7002776/fire-sale,"Maeser, UT",#303,3.9 (10),BLM Utah - Vernal Office,http://www.blm.gov/ut/st/en/fo/vernal.html,,,208',303',4%,16%,"5,265'","5,130'",Off-leash,Unknown
Hildalgo,"0.6
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7015573/hildalgo,"Moab, UT",#304,3.9 (10),Moab Trail Mix,https://www.mtbproject.com/club/7000305/moab-trail-mix,BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,182',0',6%,8%,"5,598'","5,416'",Leashed,Not Allowed
Deadwood DH,"3.9
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7015732/deadwood-dh,"Eagle Mountain, UT",#305,4.0 (7),,,,,274',438',3%,11%,"5,448'","5,127'",Unknown,Unknown
Big Spring Hollow Trail,"2.3
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7013390/big-spring-hollow-trail,"Lindon, UT",#306,4.0 (7),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,711',378',9%,27%,"6,491'","5,780'",Unknown,Unknown
Zooropa Trail,"1.7
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7043266/zooropa-trail,"Alpine, UT",#307,3.6 (14),"City of Draper, UT - Parks and Trails",http://www.draper.ut.us/index.aspx?nid=116,,,18',515',6%,13%,"6,188'","5,691'",No Dogs,Unknown
Pritchett Canyon Jeep Road,"5.8
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4621964/pritchett-canyon-jeep-road,"Moab, UT",#308,4.0 (6),,,,,410',942',4%,18%,"4,800'","3,975'",Leashed,Allowed
Kokopelli Trail: Hazard County - UPS,"1.8
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7008408/kokopelli-trail-hazard-county-ups,"Moab, UT",#309,3.5 (17),Moab Trail Mix,https://www.mtbproject.com/club/7000305/moab-trail-mix,USFS - Manti-La Sal National Forest,http://www.fs.usda.gov/main/mantilasal/home,9',513',5%,21%,"8,299'","7,795'",Leashed,Not Allowed
Bonneville Shoreline to Coldwater Canyon - North Ogden,"6.7
    mi",DIFFICULT,https://www.mtbproject.com/trail/7005554/bonneville-shoreline-to-coldwater-canyon-north-ogden,"Harrisville, UT",#310,4.0 (6),Bonneville Shoreline Trail,https://www.mtbproject.com/club/834828/bonneville-shoreline-trail,"Weber County Government, Ogden, UT - Parks",http://www.co.weber.ut.us/parks/,"1,549'",898',7%,37%,"5,819'","4,439'",Unknown,Unknown
Robertson Pasture Trail,"7.2
    mi",DIFFICULT,https://www.mtbproject.com/trail/6149055/robertson-pasture-trail,"Monticello, UT",#311,4.0 (6),,,,,626',"2,297'",8%,26%,"10,518'","8,355'",Leashed,Allowed
Rim Ramble,"0.8
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4569773/rim-ramble,"Santa Clara, UT",#312,4.0 (6),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - St. George Field Office,http://www.blm.gov/ut/st/en/fo/st__george.html,73',15',2%,8%,"3,309'","3,246'",Unknown,Unknown
The Edge,"0.6
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7021414/the-edge,"Moab, UT",#313,3.5 (15),Moab Trail Mix,https://www.mtbproject.com/club/7000305/moab-trail-mix,BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,86',0',3%,8%,"4,462'","4,375'",Leashed,Not Allowed
Goulds,"2.4
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7002698/goulds,"Hurricane, UT",#314,3.9 (8),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - St. George Field Office,http://www.blm.gov/ut/st/en/fo/st__george.html,233',1',2%,5%,"4,313'","4,080'",Unknown,Unknown
Little Salty,"1.7
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/180088/little-salty,"Moab, UT",#315,3.6 (14),Moab Trail Mix,https://www.mtbproject.com/club/7000305/moab-trail-mix,BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,2',400',5%,13%,"5,068'","4,670'",Leashed,Unknown
Wildcat,"0.8
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7015575/wildcat,"Moab, UT",#316,3.9 (8),Moab Trail Mix,https://www.mtbproject.com/club/7000305/moab-trail-mix,BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,35',115',4%,10%,"5,647'","5,532'",Leashed,Not Allowed
Lime,"0.9
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7008988/lime,"Springdale, UT",#317,3.9 (8),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - St. George Field Office,http://www.blm.gov/ut/st/en/fo/st__george.html,56',14',2%,7%,"4,571'","4,517'",Off-leash,Unknown
And Cookies,"2.0
    mi",EASY,https://www.mtbproject.com/trail/7002778/and-cookies,"Maeser, UT",#318,3.6 (13),BLM Utah - Vernal Office,http://www.blm.gov/ut/st/en/fo/vernal.html,,,131',143',3%,7%,"5,378'","5,280'",Off-leash,Unknown
24-7,"4.9
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7006917/24-7,"Summit Park, UT",#319,4.0 (5),Basin Recreation,http://basinrecreation.org/,,,853',360',5%,16%,"6,890'","6,223'",Unknown,Unknown
Mule's Ear Trail,"2.8
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7002433/mules-ear-trail,"Liberty, UT",#320,4.0 (5),"Weber County Government, Ogden, UT - Parks",http://www.co.weber.ut.us/parks/,,,503',672',8%,23%,"6,500'","5,828'",Unknown,Unknown
Ricochet,"2.6
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7006867/ricochet,"Snyderville, UT",#321,4.0 (5),,,,,35',"1,219'",9%,30%,"8,107'","6,924'",Unknown,Unknown
Loose Moose,"0.8
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7002325/loose-moose,"Park City, UT",#322,4.0 (5),,,,,5',224',5%,7%,"7,573'","7,354'",Unknown,Unknown
Dark Trail,"1.6
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7043925/dark-trail,"Tooele, UT",#323,4.0 (5),,,,,317',2',4%,7%,"5,719'","5,402'",Leashed,Unknown
Cassidy Trail #33093,"8.7
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7041958/cassidy-trail-33093,"Panguitch, UT",#324,4.0 (4),,,,,"1,203'",800',4%,20%,"7,981'","7,337'",Unknown,Unknown
John's Trail,"1.6
    mi",DIFFICULT,https://www.mtbproject.com/trail/3736509/johns-trail,"Park City, UT",#325,3.5 (15),,,,,37',514',6%,18%,"8,234'","7,720'",Unknown,Unknown
BST - Provo Canyon Section,"5.4
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7013371/bst-provo-canyon-section,"Orem, UT",#326,3.5 (13),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,698',687',5%,38%,"5,701'","5,107'",Unknown,Unknown
Geyser Pass - Burro Pass,"1.3
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7008402/geyser-pass-burro-pass,"Moab, UT",#327,4.0 (4),Moab Trail Mix,https://www.mtbproject.com/club/7000305/moab-trail-mix,USFS - Manti-La Sal National Forest,http://www.fs.usda.gov/main/mantilasal/home,74',178',4%,12%,"10,583'","10,412'",Leashed,Not Allowed
Crest Connector,"1.2
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/3654378/crest-connector,"Snyderville, UT",#328,3.8 (9),,,,,21',500',8%,13%,"8,952'","8,473'",Unknown,Unknown
Bonneville Shoreline Trail - Bobsled Access,"3.2
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/969971/bonneville-shoreline-trail-bobsled-access,"Salt Lake City, UT",#329,3.6 (11),,,,,890',127',6%,16%,"5,866'","5,030'",Unknown,Unknown
Icehouse Trail,"6.8
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7001805/icehouse-trail,"Washington, UT",#330,3.5 (13),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - St. George Field Office,http://www.blm.gov/ut/st/en/fo/st__george.html,26',"1,981'",6%,17%,"4,980'","3,025'",Unknown,Unknown
Houdini,"1.8
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7021377/houdini,"Moab, UT",#331,3.7 (10),Moab Trail Mix,https://www.mtbproject.com/club/7000305/moab-trail-mix,BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,164',68',2%,7%,"4,594'","4,432'",Leashed,Not Allowed
Thor's Hideout #4,"1.3
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7036621/thors-hideout-4,"Cedar City, UT",#332,4.0 (4),,,,,328',10',5%,10%,"6,442'","6,122'",Unknown,Unknown
Lexi and Ethan Trail,"0.6
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7043550/lexi-and-ethan-trail,"Draper, UT",#333,4.0 (4),"City of Draper, UT - Parks and Trails",http://www.draper.ut.us/index.aspx?nid=116,,,172',7',6%,14%,"5,361'","5,197'",Leashed,Unknown
3 Candles,"0.7
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/3726875/3-candles,"Park City, UT",#334,4.0 (4),,,,,226',11',7%,20%,"8,952'","8,737'",Unknown,Unknown
Stucki Connector,"3.0
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/4396193/stucki-connector,"Santa Clara, UT",#335,4.0 (4),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - St. George Field Office,http://www.blm.gov/ut/st/en/fo/st__george.html,231',67',2%,8%,"3,068'","2,863'",Unknown,Unknown
Bonneville Shoreline Trail: Corner Canyon Connector (C3),"3.1
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7025334/bonneville-shoreline-trail-corner-canyon-connector-c3,"Granite, UT",#336,3.8 (8),,,,,193',172',2%,10%,"5,230'","5,124'",Unknown,Unknown
Sevenmile Rim Jeep Road,"12.8
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7037067/sevenmile-rim-jeep-road,"Moab, UT",#337,4.0 (3),BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,,,"1,196'","1,133'",3%,15%,"5,337'","4,605'",Leashed,Allowed
Pioneer Trail (North Ogden Canyon),"3.9
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7026882/pioneer-trail-north-ogden-canyon,"North Ogden, UT",#338,4.0 (3),,,,,"1,367'",731',10%,29%,"6,175'","4,808'",Unknown,Unknown
Baby Thunder Trail,"1.7
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7026178/baby-thunder-trail,"Alta, UT",#339,4.0 (3),,,,,24',525',6%,11%,"8,467'","7,963'",No Dogs,Unknown
Rails-to-Trails,"15.3
    mi",EASY,https://www.mtbproject.com/trail/7041380/rails-to-trails,"Clearfield, UT",#340,4.0 (3),,,,,46',273',0%,1%,"4,439'","4,211'",Unknown,Unknown
Toe,"1.7
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7024157/toe,"Ivins, UT",#341,4.0 (3),Utah State Parks - Snow Canyon,https://stateparks.utah.gov/parks/snow-canyon/,,,18',63',1%,4%,"3,203'","3,157'",Unknown,Allowed
Dowd Mountain Trail #165,"3.5
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7030993/dowd-mountain-trail-165,"Manila, UT",#342,4.0 (3),USFS - Ashley National Forest Office,http://www.fs.usda.gov/ashley,,,337',442',4%,12%,"7,977'","7,534'",Unknown,Unknown
Big Water Trail,"1.4
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/5860707/big-water-trail,"Snyderville, UT",#343,4.0 (3),,,,,577',6',8%,15%,"8,773'","8,196'",Unknown,Unknown
Snowtop,"1.7
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7001729/snowtop,"Park City, UT",#344,4.0 (3),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,Park City Municipal,http://parkcity.org/,256',254',6%,22%,"7,570'","7,314'",Off-leash,Unknown
Snakepit Rim,"1.8
    mi",EASY,https://www.mtbproject.com/trail/7047436/snakepit-rim,"Santa Clara, UT",#345,4.0 (3),,,,,0',234',3%,7%,"3,103'","2,869'",Unknown,Unknown
Preserve Connector Trail,"2.2
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7009710/preserve-connector-trail,"Summit Park, UT",#346,3.8 (8),Basin Recreation,http://basinrecreation.org/,,,31',502',5%,12%,"7,570'","7,076'",Unknown,Unknown
Upper Intermediate Trail,"1.0
    mi",DIFFICULT,https://www.mtbproject.com/trail/7030638/upper-intermediate-trail,"Kamas, UT",#347,4.0 (3),South Summit Trails Foundation,https://www.mtbproject.com/club/7000310/south-summit-trails-foundation,High Star Ranch,http://www.highstarranch.com/,297',255',10%,32%,"8,037'","7,740'",Off-leash,Allowed
Blue Ribbon,"0.5
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7015350/blue-ribbon,"South Ogden, UT",#348,4.0 (3),,,,,192',13',8%,20%,"5,186'","5,008'",Leashed,Unknown
Mud Springs #173,"2.7
    mi",DIFFICULT,https://www.mtbproject.com/trail/7015741/mud-springs-173,"Alpine, UT",#349,4.0 (3),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,239',"1,153'",10%,47%,"8,226'","7,075'",Unknown,Allowed
Flume Trail,"2.6
    mi",DIFFICULT,https://www.mtbproject.com/trail/7013103/flume-trail,"Ephraim, UT",#350,4.0 (3),Utah DNR - Division of Wildlife Resources,http://wildlife.utah.gov/about-us.html,,,21',814',6%,28%,"6,660'","5,861'",Unknown,Unknown
Klondike Bluff 4x4 Jeep Road,"7.1
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/615709/klondike-bluff-4x4-jeep-road,"Moab, UT",#351,3.5 (12),BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,,,890',79',3%,15%,"5,313'","4,502'",Leashed,Allowed
Red Hollow Trail #3,"0.7
    mi",DIFFICULT,https://www.mtbproject.com/trail/7013472/red-hollow-trail-3,"Cedar City, UT",#352,4.0 (2),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - Cedar City,http://www.blm.gov/ut/st/en/fo/cedar_city.html,0',426',11%,19%,"6,439'","6,014'",Unknown,Unknown
Deer Creek Trail,"8.0
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7024050/deer-creek-trail,"Midway, UT",#353,3.5 (11),Utah State Parks,http://stateparks.utah.gov/,,,590',567',3%,14%,"5,609'","5,404'",Unknown,Allowed
Big Rock Candy Bike Path,"7.0
    mi",EASY,https://www.mtbproject.com/trail/7055159/big-rock-candy-bike-path,"Monroe, UT",#354,4.0 (2),,,,,291',72',1%,9%,"5,823'","5,539'",Off-leash,Allowed
Dark Hollow Trail #32032,"4.6
    mi",DIFFICULT,https://www.mtbproject.com/trail/7005026/dark-hollow-trail-32032,"Parowan, UT",#355,4.0 (2),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,USFS - Dixie National Forest Office,http://www.fs.usda.gov/dixie,0',"2,201'",9%,32%,"10,896'","8,695'",Unknown,Unknown
Cedar Mountain (Sovereign Upper Loop),"3.8
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/230429/cedar-mountain-sovereign-upper-loop,"Moab, UT",#356,4.0 (2),Moab Trails Alliance,https://www.mtbproject.com/club/325553/moab-trails-alliance,State of Utah School and Institutional Trust Lands Administration,https://trustlands.utah.gov/,353',561',5%,15%,"4,973'","4,543'",Leashed,Allowed
