trail_name,length,difficulty,longitude,latitude,trail_link,city,popularity,rating,local_club,local_club_site,land_manager,land_manager_site,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
Snake Trail,"0.5
    mi",INTERMEDIATE,34.889067,-111.828287,https://www.mtbproject.com/trail/4942984/snake-trail,"West Sedona, AZ",#248,3.9 (7),Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,0',109',4%,6%,"4,541'","4,432'",Unknown,Unknown
AZT: Segment 9 - Apache Trail to Roosevelt,"82.1
    mi",INTERMEDIATE/DIFFICULT,33.272133,-111.176631,https://www.mtbproject.com/trail/7025881/azt-segment-9-apache-trail-to-roosevelt,"Superior, AZ",#249,4.0 (3),,,,,"5,603'","5,771'",3%,14%,"2,987'","1,672'",Unknown,Unknown
The Divide Trail,"2.0
    mi",EASY,33.790732,-111.817705,https://www.mtbproject.com/trail/7012589/the-divide-trail,"Carefree, AZ",#250,3.9 (7),City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,39',61',1%,3%,"2,972'","2,933'",Unknown,Unknown
Champagne,"4.1
    mi",INTERMEDIATE,32.804287,-114.478389,https://www.mtbproject.com/trail/7003800/champagne,"Fortuna Foothills, AZ",#251,4.0 (4),Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,499',211',3%,10%,682',216',Unknown,Unknown
Stagecoach Trail,"2.4
    mi",EASY,33.791083,-111.826482,https://www.mtbproject.com/trail/7009192/stagecoach-trail,"Carefree, AZ",#252,4.0 (4),City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,34',107',1%,6%,"2,902'","2,825'",Leashed,Unknown
AZT: Segment 12 - Flagstaff to South Kaibab,"107.2
    mi",EASY/INTERMEDIATE,35.21888,-111.632356,https://www.mtbproject.com/trail/7025884/azt-segment-12-flagstaff-to-south-kaibab,"Flagstaff, AZ",#253,4.0 (2),,,,,"6,300'","6,238'",2%,28%,"9,016'","6,131'",Unknown,Unknown
Andrews-Kinsey Trail,"2.5
    mi",INTERMEDIATE,33.622964,-111.778601,https://www.mtbproject.com/trail/7020350/andrews-kinsey-trail,"Fountain Hills, AZ",#254,4.0 (4),,,,,467',349',6%,21%,"2,952'","2,665'",Unknown,Not Allowed
Surprise Spring Trail #350,"1.4
    mi",INTERMEDIATE,34.600534,-112.545296,https://www.mtbproject.com/trail/7006904/surprise-spring-trail-350,"Williamson, AZ",#255,4.0 (4),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,0',279',4%,9%,"5,896'","5,617'",Unknown,Unknown
Upper Raptor,"2.6
    mi",INTERMEDIATE,34.787473,-111.999857,https://www.mtbproject.com/trail/3615549/upper-raptor,"Cottonwood, AZ",#256,4.0 (4),USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,440',8',3%,26%,"4,300'","3,866'",Unknown,Unknown
Long Loop,"9.7
    mi",INTERMEDIATE/DIFFICULT,33.667027,-111.69902,https://www.mtbproject.com/trail/7022551/long-loop,"Avondale, AZ",#257,3.4 (15),Maricopa County Parks,http://www.maricopa.gov/parks/,,,790',774',3%,16%,"1,441'","1,010'",No Dogs,Allowed
Badger Mountain Trail #329,"7.0
    mi",INTERMEDIATE,34.523709,-112.42255,https://www.mtbproject.com/trail/7033056/badger-mountain-trail-329,"Prescott, AZ",#258,4.0 (3),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,"City of Prescott, AZ - Recreation Services",http://cityofprescott.net/services/parks/,339',"1,094'",4%,18%,"6,311'","5,519'",Leashed,Unknown
AZT: Segment 5 - Redington Pass and the Mighty Catalinas,"46.9
    mi",INTERMEDIATE/DIFFICULT,32.250107,-110.70374,https://www.mtbproject.com/trail/7025877/azt-segment-5-redington-pass-and-the-mighty-catalinas,"Tanque Verde, AZ",#259,4.0 (2),,,,,"8,615'","3,469'",5%,27%,"8,178'","2,752'",Unknown,Unknown
Copper Mountain Loop,"8.7
    mi",INTERMEDIATE,34.399425,-112.155526,https://www.mtbproject.com/trail/7036283/copper-mountain-loop,"Spring Valley, AZ",#260,3.8 (6),,,,,525',707',3%,12%,"4,412'","3,954'",Unknown,Unknown
Pemberton Trail,"15.7
    mi",INTERMEDIATE,33.690156,-111.718316,https://www.mtbproject.com/trail/7051456/pemberton-trail,"Rio Verde, AZ",#261,4.0 (3),,,,,770',768',2%,8%,"2,476'","1,826'",Unknown,Unknown
Mule Deer Trail,"3.5
    mi",INTERMEDIATE,33.564381,-112.504629,https://www.mtbproject.com/trail/7026150/mule-deer-trail,"Citrus Park, AZ",#262,3.8 (8),,,,,194',208',2%,6%,"1,514'","1,379'",Unknown,Allowed
Trail 316 - Pine Lakes Trail,"1.6
    mi",INTERMEDIATE,34.552583,-112.521787,https://www.mtbproject.com/trail/7002321/trail-316-pine-lakes-trail,"Prescott, AZ",#263,4.0 (3),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,159',211',4%,12%,"5,801'","5,599'",Leashed,Unknown
Twist & Shout Trail #372,"0.6
    mi",EASY/INTERMEDIATE,34.511267,-112.47149,https://www.mtbproject.com/trail/7012603/twist-shout-trail-372,"Prescott, AZ",#264,4.0 (3),USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,14',55',2%,5%,"5,733'","5,679'",Leashed,Unknown
Pat Mullen Spur,"0.6
    mi",INTERMEDIATE/DIFFICULT,34.151508,-109.881494,https://www.mtbproject.com/trail/7016113/pat-mullen-spur,"Pinetop-Lakeside, AZ",#265,4.0 (3),Pinetop-Lakeside TRACKS,https://www.mtbproject.com/club/1027178/pinetop-lakeside-tracks,USFS - Apache & Sitgreaves National Forests Office,http://www.fs.usda.gov/asnf,255',0',9%,20%,"7,607'","7,352'",Unknown,Unknown
Tecolote Trail,"0.5
    mi",DIFFICULT,32.196956,-111.027826,https://www.mtbproject.com/trail/7055972/tecolote-trail,"South Tucson, AZ",#266,4.0 (3),,,,,40',39',3%,7%,"2,599'","2,559'",Unknown,Not Allowed
Gasline Bypass,"2.5
    mi",INTERMEDIATE,32.701728,-110.922022,https://www.mtbproject.com/trail/7022211/gasline-bypass,"Catalina, AZ",#267,4.0 (3),Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,AZ State Land Department,http://www.azland.gov/,123',197',2%,10%,"3,935'","3,796'",Unknown,Unknown
Connector Trail,"1.1
    mi",EASY/INTERMEDIATE,33.498905,-111.665234,https://www.mtbproject.com/trail/7043271/connector-trail,"Fountain Hills, AZ",#268,4.0 (3),USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,,,119',98',4%,6%,"1,833'","1,714'",Unknown,Unknown
Mint Wash Connector Trail #352,"1.2
    mi",DIFFICULT,34.614057,-112.53872,https://www.mtbproject.com/trail/7012659/mint-wash-connector-trail-352,"Williamson, AZ",#269,4.0 (3),USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,45',351',6%,14%,"5,794'","5,444'",Leashed,Unknown
Wild West Trail,"0.5
    mi",DIFFICULT,32.193581,-111.038605,https://www.mtbproject.com/trail/7055974/wild-west-trail,"Tucson Estates, AZ",#270,4.0 (3),,,,,159',141',11%,18%,"2,830'","2,671'",Unknown,Not Allowed
Moto Trail (upper),"1.8
    mi",DIFFICULT,35.271812,-111.664497,https://www.mtbproject.com/trail/5128831/moto-trail-upper,"Flagstaff, AZ",#271,3.8 (6),Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,620',0',7%,16%,"8,366'","7,746'",Unknown,Allowed
Arizona Trail (Highway 89 to Schultz Pass),"6.3
    mi",INTERMEDIATE,35.250204,-111.561847,https://www.mtbproject.com/trail/954069/arizona-trail-highway-89-to-schultz-pass,"Flagstaff, AZ",#272,3.8 (6),USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,"1,398'",283',5%,12%,"8,018'","6,903'",Unknown,Unknown
Arizona Trail (Snowbowl Road to Schultz Pass),"6.8
    mi",INTERMEDIATE,35.283414,-111.710689,https://www.mtbproject.com/trail/835610/arizona-trail-snowbowl-road-to-schultz-pass,"Flagstaff, AZ",#273,3.7 (9),USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,598',188',2%,8%,"8,101'","7,576'",Unknown,Unknown
Beverly Canyon Trail,"1.7
    mi",INTERMEDIATE,33.374209,-111.985196,https://www.mtbproject.com/trail/7002010/beverly-canyon-trail,"Guadalupe, AZ",#274,3.5 (11),City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,317',158',5%,22%,"1,543'","1,250'",Unknown,Allowed
Centennial Training Track,"0.6
    mi",EASY/INTERMEDIATE,32.692634,-114.654217,https://www.mtbproject.com/trail/7044630/centennial-training-track,"Yuma, AZ",#275,4.0 (2),,,,,12',11',1%,2%,125',119',Leashed,Not Allowed
Eliot Ramada Loop - around the golf course,"2.0
    mi",EASY/INTERMEDIATE,33.464109,-111.955624,https://www.mtbproject.com/trail/358755/eliot-ramada-loop-around-the-golf-course,"Tempe Junction, AZ",#276,3.6 (10),City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,29',95',1%,2%,"1,301'","1,206'",Unknown,Unknown
Willy Nilly Tractor,"1.9
    mi",INTERMEDIATE,34.571307,-112.53421,https://www.mtbproject.com/trail/7041329/willy-nilly-tractor,"Prescott, AZ",#277,4.0 (2),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,259',140',4%,13%,"5,780'","5,553'",Leashed,Unknown
Christmas Tree Loop,"1.4
    mi",INTERMEDIATE,32.155258,-110.777869,https://www.mtbproject.com/trail/6535290/christmas-tree-loop,"Tanque Verde, AZ",#278,3.6 (10),,,,,57',56',2%,4%,"2,872'","2,819'",Unknown,Unknown
Garden Party Trail #324,"0.8
    mi",INTERMEDIATE,34.544807,-112.536546,https://www.mtbproject.com/trail/7007140/garden-party-trail-324,"Prescott, AZ",#279,4.0 (2),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,174',17',4%,9%,"6,036'","5,879'",Unknown,Unknown
Tom's Thumb Trail,"4.7
    mi",VERY DIFFICULT,33.693855,-111.802218,https://www.mtbproject.com/trail/7020323/toms-thumb-trail,"Rio Verde, AZ",#280,3.7 (7),,,,,"1,124'","1,401'",10%,53%,"3,775'","2,444'",Unknown,Not Allowed
Wild Burro,"2.7
    mi",INTERMEDIATE/DIFFICULT,32.498281,-111.064046,https://www.mtbproject.com/trail/5507136/wild-burro,"Tortolita, AZ",#281,4.0 (2),"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,,,387',44',3%,13%,"3,879'","3,521'",Unknown,Unknown
Tunnel Vision,"1.5
    mi",INTERMEDIATE,34.566735,-112.551386,https://www.mtbproject.com/trail/7041140/tunnel-vision,"Prescott, AZ",#282,4.0 (2),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,64',127',2%,7%,"5,848'","5,759'",Leashed,Unknown
Chain Fruit Trail,"1.0
    mi",EASY/INTERMEDIATE,33.465001,-111.615342,https://www.mtbproject.com/trail/7044912/chain-fruit-trail,"Apache Junction, AZ",#283,4.0 (2),,,,,92',0',2%,6%,"1,976'","1,884'",Leashed,Allowed
Dawa Trail,"1.7
    mi",INTERMEDIATE/DIFFICULT,34.895772,-111.836866,https://www.mtbproject.com/trail/4943173/dawa-trail,"West Sedona, AZ",#284,3.5 (11),Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,83',153',3%,7%,"4,506'","4,384'",Unknown,Unknown
Clark Springs Trail #40,"2.1
    mi",DIFFICULT,34.600483,-112.574509,https://www.mtbproject.com/trail/7012621/clark-springs-trail-40,"Williamson, AZ",#285,4.0 (2),USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,1',784',7%,19%,"6,410'","5,627'",Leashed,Unknown
Golden Gate Trail,"2.6
    mi",INTERMEDIATE/DIFFICULT,32.201692,-111.12222,https://www.mtbproject.com/trail/7000583/golden-gate-trail,"Tucson Estates, AZ",#286,3.5 (11),Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,619',43',5%,21%,"3,194'","2,607'",Unknown,Unknown
Locomotive Rock,"2.6
    mi",INTERMEDIATE,32.337107,-112.885712,https://www.mtbproject.com/trail/7024494/locomotive-rock,"Ajo, AZ",#287,4.0 (2),BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,95',181',2%,7%,"1,957'","1,855'",Leashed,Unknown
Clark Spring Trail #124,"2.3
    mi",DIFFICULT,31.435943,-110.274498,https://www.mtbproject.com/trail/7005943/clark-spring-trail-124,"Sierra Vista Southeast, AZ",#288,4.0 (2),Dawn to Dust,https://www.mtbproject.com/club/4939736/dawn-to-dust,USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,131',394',4%,15%,"6,120'","5,730'",Unknown,Unknown
#322 Circle Connection Trail,"0.7
    mi",EASY,34.527654,-112.530599,https://www.mtbproject.com/trail/7000574/322-circle-connection-trail,"Prescott, AZ",#289,4.0 (2),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,126',4',3%,7%,"6,227'","6,104'",Unknown,Unknown
Westside,"4.8
    mi",INTERMEDIATE/DIFFICULT,32.782516,-114.478308,https://www.mtbproject.com/trail/7011807/westside,"Yuma, AZ",#290,4.0 (2),Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,499',353',3%,12%,491',192',Unknown,Unknown
Roller Coaster Trail,"0.3
    mi",EASY/INTERMEDIATE,32.278904,-111.082353,https://www.mtbproject.com/trail/7056335/roller-coaster-trail,"Flowing Wells, AZ",#291,4.0 (2),Pima County Parks and Recreation,http://webcms.pima.gov/cms/One.aspx?portalId=169&pageId=41889,,,18',5',1%,4%,"2,491'","2,475'",Leashed,Unknown
Wildlife Corridor Trail,"1.7
    mi",INTERMEDIATE,32.608527,-110.732891,https://www.mtbproject.com/trail/4854563/wildlife-corridor-trail,"Oracle, AZ",#292,4.0 (2),,,,,34',307',4%,14%,"4,358'","4,085'",Unknown,Unknown
Wagner,"1.1
    mi",EASY,33.694177,-111.73091,https://www.mtbproject.com/trail/7013388/wagner,"Rio Verde, AZ",#293,4.0 (2),Maricopa County Parks,http://www.maricopa.gov/parks/,,,119',2',2%,3%,"2,096'","1,976'",Unknown,Allowed
FS 6275,"3.2
    mi",INTERMEDIATE,35.257466,-111.66465,https://www.mtbproject.com/trail/7040840/fs-6275,"Flagstaff, AZ",#294,4.0 (2),,,,,"1,157'",2',7%,15%,"8,622'","7,465'",Unknown,Unknown
Mariposa Trail,"1.6
    mi",INTERMEDIATE,32.621118,-110.746644,https://www.mtbproject.com/trail/4854005/mariposa-trail,"Oracle, AZ",#295,4.0 (2),,,,,210',144',4%,12%,"4,389'","4,268'",Unknown,Unknown
Tortoise,"0.7
    mi",EASY/INTERMEDIATE,33.689842,-111.71916,https://www.mtbproject.com/trail/7013386/tortoise,"Rio Verde, AZ",#296,4.0 (2),Maricopa County Parks,http://www.maricopa.gov/parks/,,,88',1',2%,4%,"1,963'","1,875'",Unknown,Allowed
Rough Rider Trail,"0.5
    mi",EASY,33.689692,-111.994215,https://www.mtbproject.com/trail/7052384/rough-rider-trail,"Cave Creek, AZ",#297,4.0 (2),,,,,31',0',1%,3%,"1,644'","1,613'",Unknown,Unknown
Starr Pass Trail,"4.9
    mi",INTERMEDIATE/DIFFICULT,32.205196,-111.084276,https://www.mtbproject.com/trail/4881896/starr-pass-trail,"Tucson Estates, AZ",#298,3.7 (7),,,,,266',372',2%,9%,"2,865'","2,683'",Unknown,Unknown
Twisted Sister,"2.0
    mi",INTERMEDIATE/DIFFICULT,33.512927,-111.663851,https://www.mtbproject.com/trail/7020359/twisted-sister,"Fountain Hills, AZ",#299,3.7 (7),,,,,155',415',5%,15%,"1,825'","1,436'",Leashed,Unknown
BCT: Table Mesa to Black Canyon City,"12.5
    mi",DIFFICULT,33.984761,-112.168911,https://www.mtbproject.com/trail/7045259/bct-table-mesa-to-black-canyon-city,"New River, AZ",#300,4.0 (1),,,,,"1,356'","1,223'",4%,11%,"2,495'","1,751'",Unknown,Allowed
Dreamy Draw Nature Trail,"0.9
    mi",EASY,33.563266,-112.028495,https://www.mtbproject.com/trail/7053086/dreamy-draw-nature-trail,"Paradise Valley, AZ",#301,4.0 (1),City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,80',77',3%,7%,"1,500'","1,420'",Leashed,Unknown
Overton Trail,"1.8
    mi",INTERMEDIATE,33.84367,-112.004591,https://www.mtbproject.com/trail/845918/overton-trail,"Cave Creek, AZ",#302,3.7 (7),,,,,62',391',5%,11%,"2,445'","2,057'",Unknown,Allowed
Camaro Loop,"2.1
    mi",INTERMEDIATE,32.168825,-111.02779,https://www.mtbproject.com/trail/6186964/camaro-loop,"Drexel Heights, AZ",#303,3.7 (7),Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,109',106',2%,6%,"2,637'","2,552'",Unknown,Not Allowed
Williams Peak Trail #738,"1.1
    mi",INTERMEDIATE,34.545976,-112.545978,https://www.mtbproject.com/trail/7050680/williams-peak-trail-738,"Prescott, AZ",#304,4.0 (1),,,,,189',3',3%,8%,"6,215'","6,029'",Unknown,Unknown
Maricopa Trail (Bronco - Sonoran),"3.4
    mi",EASY,33.848527,-111.826113,https://www.mtbproject.com/trail/7052639/maricopa-trail-bronco-sonoran,"Carefree, AZ",#305,4.0 (1),,,,,20',365',2%,6%,"3,234'","2,883'",Unknown,Unknown
West Wetlands Path,"1.1
    mi",EASY,32.730918,-114.635666,https://www.mtbproject.com/trail/7037872/west-wetlands-path,"Yuma, AZ",#306,4.0 (1),Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,City of Yuma,http://www.yumaaz.gov/parks-and-recreation/west-wetlands-park--centennial-beach.html,17',11',0%,2%,133',120',Leashed,Unknown
Forces of Nature,"1.8
    mi",INTERMEDIATE/DIFFICULT,35.226057,-111.593692,https://www.mtbproject.com/trail/5185612/forces-of-nature,"Flagstaff, AZ",#307,3.8 (5),Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,Coconino County and the City of Flagstaff,http://www.flagstaff.az.gov/index.aspx?NID=1379,276',137',4%,14%,"7,172'","6,977'",Unknown,Unknown
Quartz Trail,"2.9
    mi",INTERMEDIATE,33.837425,-111.986247,https://www.mtbproject.com/trail/4037195/quartz-trail,"Fountain Hills, AZ",#308,3.8 (5),Maricopa County Parks,http://www.maricopa.gov/parks/,,,476',22',3%,14%,"1,991'","1,517'",Unknown,Not Allowed
Skyline Crest,"1.4
    mi",INTERMEDIATE,33.493114,-112.559076,https://www.mtbproject.com/trail/7037241/skyline-crest,"Buckeye, AZ",#309,4.0 (1),,,,,116',503',9%,40%,"2,114'","1,611'",Unknown,Allowed
Maricopa Trail: Apache Peak Run - New River,"3.0
    mi",DIFFICULT,33.864185,-112.057492,https://www.mtbproject.com/trail/7026819/maricopa-trail-apache-peak-run-new-river,"Anthem, AZ",#310,4.0 (1),,,,,336',258',4%,21%,"2,252'","2,046'",Off-leash,Unknown
Friendly Fair Trail,"3.1
    mi",INTERMEDIATE,34.444568,-114.264626,https://www.mtbproject.com/trail/7015372/friendly-fair-trail,"Lake Havasu City, AZ",#311,4.0 (1),BLM Lake Havasu Field Office,http://www.blm.gov/az/st/en/fo/lake_havasu_field.html,,,174',172',2%,9%,962',861',Off-leash,Unknown
Glassford Summit Trail,"2.2
    mi",INTERMEDIATE,34.596756,-112.360324,https://www.mtbproject.com/trail/7039401/glassford-summit-trail,"Prescott Valley, AZ",#312,4.0 (1),,,,,936',0',8%,27%,"6,124'","5,187'",Leashed,Unknown
Gooseneck Trail,"6.8
    mi",EASY/INTERMEDIATE,33.74509,-111.79487,https://www.mtbproject.com/trail/7002022/gooseneck-trail,"Rio Verde, AZ",#313,3.6 (8),City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,352',279',2%,7%,"2,635'","2,506'",Leashed,Not Allowed
Sawmill Connector #636A,"4.5
    mi",INTERMEDIATE,34.22872,-109.949102,https://www.mtbproject.com/trail/7036763/sawmill-connector-636a,"Show Low, AZ",#314,4.0 (1),Pinetop-Lakeside TRACKS,https://www.mtbproject.com/club/1027178/pinetop-lakeside-tracks,USFS - Apache & Sitgreaves National Forests Office,http://www.fs.usda.gov/asnf,349',249',2%,12%,"6,925'","6,799'",Unknown,Unknown
Radar Loop,"1.6
    mi",EASY,35.1436,-111.67764,https://www.mtbproject.com/trail/5788429/radar-loop,"Kachina Village, AZ",#315,4.0 (1),,,,,94',94',2%,8%,"7,022'","6,983'",Unknown,Unknown
Butte Creek Trail #321,"1.9
    mi",DIFFICULT,34.528164,-112.527877,https://www.mtbproject.com/trail/7011406/butte-creek-trail-321,"Prescott, AZ",#316,4.0 (1),,,,,4',451',5%,14%,"6,093'","5,646'",Unknown,Unknown
Hidden Valley Trail #374,"0.4
    mi",INTERMEDIATE,34.50738,-112.469307,https://www.mtbproject.com/trail/7012608/hidden-valley-trail-374,"Prescott, AZ",#317,4.0 (1),USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,0',134',6%,14%,"5,814'","5,679'",Leashed,Unknown
